job,marital,education,default,housing,loan,contact,month,poutcome,Target
technician,married,secondary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
blue-collar,single,secondary,no,no,yes,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
technician,single,tertiary,no,no,no,telephone,may,unknown,no
retired,married,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,tertiary,no,yes,no,telephone,may,other,no
admin.,married,secondary,no,no,no,cellular,jun,success,yes
entrepreneur,married,secondary,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jun,unknown,yes
technician,married,secondary,no,yes,no,cellular,jun,other,no
admin.,single,tertiary,no,no,no,cellular,jun,unknown,no
technician,single,tertiary,no,yes,no,cellular,jun,unknown,no
management,married,tertiary,no,yes,yes,cellular,jun,unknown,yes
admin.,divorced,secondary,no,no,no,cellular,jun,unknown,no
management,single,tertiary,no,yes,no,cellular,jun,failure,no
unemployed,single,tertiary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,yes,no,cellular,jun,success,yes
technician,single,secondary,no,no,no,cellular,jun,unknown,yes
management,divorced,tertiary,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jun,unknown,no
housemaid,divorced,secondary,no,no,no,cellular,jun,unknown,yes
technician,divorced,tertiary,no,yes,no,cellular,jun,failure,no
technician,married,tertiary,no,no,no,cellular,jun,unknown,no
technician,married,tertiary,no,no,no,cellular,jun,unknown,no
technician,married,secondary,no,no,no,cellular,jun,success,no
management,divorced,tertiary,no,no,no,cellular,jun,failure,no
student,single,unknown,no,no,no,cellular,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,unknown,yes
admin.,married,tertiary,no,no,no,cellular,jun,failure,yes
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
admin.,married,secondary,no,no,no,telephone,jun,unknown,no
retired,married,tertiary,no,yes,no,cellular,jun,unknown,no
technician,single,secondary,no,no,no,cellular,jun,unknown,yes
management,single,secondary,no,no,no,cellular,jun,unknown,yes
student,single,secondary,no,yes,no,cellular,jun,failure,no
unemployed,single,primary,no,no,no,cellular,jun,unknown,no
unemployed,single,tertiary,no,no,no,cellular,jun,unknown,no
admin.,single,secondary,no,no,no,cellular,jun,other,no
management,married,tertiary,no,no,no,cellular,jun,failure,no
admin.,married,secondary,no,no,no,cellular,jun,unknown,yes
technician,single,secondary,no,no,no,cellular,jun,unknown,yes
technician,married,secondary,no,no,no,cellular,jun,unknown,yes
entrepreneur,married,secondary,no,no,no,cellular,jun,success,no
management,married,tertiary,no,no,yes,cellular,jun,unknown,yes
technician,married,secondary,no,no,yes,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,unknown,yes
technician,married,secondary,no,no,no,cellular,jun,success,yes
technician,married,secondary,no,yes,yes,cellular,jun,success,no
technician,married,secondary,no,yes,no,cellular,jun,failure,no
management,married,tertiary,no,no,no,cellular,jun,success,no
entrepreneur,married,primary,no,no,no,telephone,jun,unknown,no
management,married,tertiary,no,yes,yes,cellular,jun,failure,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,yes
retired,married,tertiary,no,no,no,cellular,jun,failure,no
management,single,tertiary,no,yes,no,cellular,jun,success,no
management,married,tertiary,no,no,no,cellular,jun,unknown,no
unknown,single,unknown,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
retired,married,primary,no,no,no,telephone,jun,unknown,no
entrepreneur,married,tertiary,no,no,no,cellular,jun,unknown,no
housemaid,married,primary,no,yes,no,cellular,jun,unknown,no
management,married,tertiary,no,no,yes,cellular,jun,unknown,no
management,single,tertiary,no,no,no,cellular,jun,failure,no
management,single,tertiary,no,no,no,cellular,jun,unknown,no
services,divorced,secondary,no,no,no,cellular,jun,success,yes
admin.,married,secondary,no,no,yes,telephone,jun,failure,no
management,divorced,tertiary,no,no,no,cellular,jun,other,yes
management,divorced,tertiary,no,no,no,cellular,jun,failure,no
admin.,divorced,secondary,no,no,no,cellular,jun,other,no
services,single,secondary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,unknown,yes
self-employed,single,tertiary,no,no,no,cellular,jun,unknown,yes
technician,single,tertiary,no,yes,no,cellular,jun,unknown,yes
unemployed,single,secondary,no,no,no,cellular,jun,unknown,yes
student,single,unknown,no,no,no,cellular,jun,unknown,yes
technician,single,tertiary,no,no,no,telephone,jun,unknown,no
admin.,single,secondary,no,yes,yes,cellular,jun,unknown,yes
management,married,primary,no,no,no,telephone,jun,unknown,no
retired,divorced,primary,no,no,no,telephone,jun,unknown,no
management,single,tertiary,no,no,no,cellular,jun,other,yes
management,married,tertiary,no,no,no,cellular,jun,unknown,no
technician,married,tertiary,no,no,no,cellular,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,no
self-employed,single,tertiary,no,no,no,cellular,jun,unknown,no
services,single,secondary,no,no,no,cellular,jun,unknown,no
management,divorced,tertiary,no,yes,no,telephone,jun,other,no
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
technician,divorced,secondary,no,no,no,cellular,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,yes
technician,married,tertiary,no,no,no,cellular,jun,failure,no
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jun,unknown,no
admin.,single,secondary,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jun,success,yes
management,single,tertiary,no,no,no,cellular,jun,unknown,no
technician,married,tertiary,no,yes,no,cellular,jun,unknown,no
unknown,single,unknown,no,no,no,telephone,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jun,unknown,no
management,single,tertiary,no,no,no,cellular,jun,success,no
unemployed,divorced,secondary,no,no,no,cellular,jun,unknown,yes
management,single,tertiary,no,no,no,cellular,jun,unknown,yes
management,divorced,tertiary,no,no,no,cellular,jun,other,no
admin.,married,secondary,no,no,no,cellular,jun,unknown,yes
admin.,single,secondary,no,yes,no,cellular,jun,failure,no
admin.,married,secondary,no,yes,no,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,unknown,yes
management,single,tertiary,no,no,no,cellular,jun,failure,no
management,married,unknown,no,yes,no,cellular,jun,success,yes
blue-collar,married,secondary,no,yes,yes,cellular,jun,success,no
admin.,single,tertiary,no,no,yes,cellular,jun,success,yes
student,single,secondary,no,no,no,cellular,jun,unknown,no
unemployed,single,secondary,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,failure,no
management,single,tertiary,no,no,no,cellular,jun,unknown,no
self-employed,single,tertiary,no,no,no,cellular,jun,unknown,no
management,single,tertiary,no,yes,no,cellular,jun,unknown,yes
services,married,secondary,no,yes,no,cellular,jun,failure,no
technician,married,secondary,no,no,no,cellular,jun,unknown,yes
unemployed,single,tertiary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,failure,yes
housemaid,divorced,primary,no,no,no,cellular,jun,unknown,no
management,married,secondary,no,yes,no,cellular,jun,success,no
self-employed,married,tertiary,no,no,no,telephone,jun,other,no
technician,married,secondary,no,yes,no,cellular,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,yes
unemployed,divorced,secondary,no,no,no,cellular,jun,unknown,no
technician,divorced,secondary,no,yes,no,cellular,jun,unknown,yes
admin.,married,tertiary,no,no,no,cellular,jun,success,yes
technician,married,secondary,no,no,no,cellular,jun,other,no
self-employed,married,tertiary,no,no,no,cellular,jun,unknown,no
technician,divorced,tertiary,no,yes,no,cellular,jun,success,no
services,divorced,secondary,no,no,no,cellular,jun,unknown,yes
management,single,unknown,no,no,no,cellular,jun,unknown,no
technician,married,secondary,no,no,no,cellular,jun,unknown,yes
admin.,single,secondary,no,yes,no,cellular,jun,failure,no
services,divorced,secondary,no,no,no,cellular,jun,failure,no
admin.,married,secondary,no,no,no,telephone,jun,unknown,yes
housemaid,married,secondary,no,no,no,cellular,jun,unknown,no
technician,married,primary,no,yes,no,telephone,jun,unknown,yes
management,single,tertiary,no,no,no,cellular,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,jun,unknown,yes
services,married,secondary,no,yes,no,cellular,jun,success,yes
management,married,tertiary,no,yes,no,cellular,jun,failure,no
blue-collar,married,secondary,no,yes,yes,cellular,jun,unknown,no
blue-collar,married,primary,no,no,no,telephone,jun,unknown,no
management,single,tertiary,no,no,no,cellular,jun,unknown,no
self-employed,single,tertiary,no,yes,no,cellular,jun,unknown,no
technician,married,tertiary,no,yes,no,cellular,jun,failure,yes
technician,single,tertiary,no,no,no,cellular,jun,success,yes
management,divorced,tertiary,no,no,no,telephone,jun,unknown,no
self-employed,married,secondary,no,no,no,telephone,jun,unknown,no
admin.,married,tertiary,no,no,no,cellular,jun,unknown,yes
admin.,married,secondary,no,yes,yes,cellular,jun,unknown,no
unemployed,single,tertiary,no,no,no,cellular,jun,unknown,no
entrepreneur,married,primary,no,no,no,cellular,jun,unknown,no
management,single,secondary,no,no,no,cellular,jun,unknown,no
retired,married,primary,no,no,no,telephone,jun,other,no
technician,married,secondary,no,yes,no,cellular,jun,success,yes
student,single,tertiary,no,no,no,cellular,jun,unknown,no
unemployed,married,secondary,no,no,no,cellular,jun,unknown,no
student,single,tertiary,no,no,no,cellular,jun,unknown,yes
management,divorced,tertiary,no,no,yes,cellular,jun,unknown,no
technician,single,secondary,no,no,no,cellular,jun,unknown,yes
technician,married,secondary,no,yes,no,cellular,jun,unknown,no
self-employed,single,tertiary,no,no,no,cellular,jun,unknown,no
services,married,secondary,no,yes,no,cellular,jun,failure,yes
student,single,secondary,no,no,no,cellular,jun,unknown,no
admin.,single,secondary,no,no,no,cellular,jun,failure,no
management,married,secondary,no,yes,no,cellular,jun,failure,no
admin.,single,secondary,no,yes,no,cellular,jun,failure,no
management,divorced,tertiary,no,yes,no,cellular,jun,failure,no
services,married,secondary,no,no,no,cellular,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jun,other,yes
blue-collar,married,primary,no,no,no,cellular,jun,unknown,yes
admin.,married,secondary,no,no,no,cellular,jun,unknown,no
technician,married,secondary,no,no,no,cellular,jun,unknown,no
technician,divorced,tertiary,no,yes,no,cellular,jun,failure,no
technician,single,tertiary,no,no,no,cellular,jun,success,yes
services,single,secondary,no,no,yes,cellular,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jun,unknown,no
technician,divorced,tertiary,no,yes,no,cellular,jun,unknown,no
blue-collar,married,unknown,no,no,no,cellular,jun,unknown,no
admin.,single,secondary,no,no,no,cellular,jun,unknown,no
entrepreneur,married,tertiary,no,no,no,cellular,jun,unknown,yes
technician,married,tertiary,no,no,no,telephone,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jun,failure,no
housemaid,married,secondary,no,yes,no,cellular,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,yes
management,single,tertiary,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jun,failure,yes
admin.,single,secondary,no,no,no,cellular,jun,unknown,no
self-employed,single,tertiary,no,no,no,cellular,jun,unknown,no
technician,married,tertiary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,unknown,no
admin.,single,secondary,no,yes,no,cellular,jun,unknown,no
admin.,married,tertiary,no,no,yes,cellular,jun,failure,no
technician,divorced,secondary,no,yes,no,cellular,jun,failure,no
management,married,primary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,failure,no
student,single,secondary,no,no,no,cellular,jun,unknown,no
retired,married,secondary,no,no,no,cellular,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,jun,failure,yes
technician,married,secondary,no,no,no,cellular,jun,unknown,yes
unemployed,married,secondary,no,no,no,cellular,jun,success,yes
technician,married,secondary,no,no,no,telephone,jun,unknown,yes
self-employed,married,secondary,no,no,no,cellular,jun,success,yes
student,single,secondary,no,no,no,cellular,jun,unknown,no
student,single,secondary,no,yes,no,cellular,jun,unknown,yes
self-employed,married,tertiary,no,no,no,cellular,jun,unknown,yes
admin.,single,secondary,no,yes,yes,cellular,jun,unknown,yes
technician,single,tertiary,no,no,no,cellular,jun,unknown,no
entrepreneur,married,secondary,no,no,no,telephone,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
retired,married,primary,no,no,no,cellular,jun,unknown,no
management,single,tertiary,no,no,no,cellular,jun,unknown,yes
housemaid,single,tertiary,no,no,no,cellular,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,failure,yes
blue-collar,married,secondary,no,yes,no,cellular,jun,failure,no
management,divorced,tertiary,no,no,no,cellular,jun,unknown,yes
technician,single,secondary,no,no,no,cellular,jun,unknown,no
technician,married,tertiary,no,no,no,cellular,jun,unknown,yes
management,divorced,tertiary,no,no,no,cellular,jun,unknown,yes
services,married,secondary,no,no,no,cellular,jun,unknown,no
blue-collar,married,primary,no,no,no,cellular,jun,unknown,yes
admin.,married,secondary,no,no,no,cellular,jun,unknown,yes
unemployed,married,tertiary,no,yes,no,cellular,jun,unknown,no
technician,single,tertiary,no,no,no,cellular,jun,unknown,yes
management,divorced,tertiary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
student,single,secondary,no,no,no,cellular,jun,unknown,no
student,single,tertiary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,unknown,no
admin.,married,secondary,no,yes,no,cellular,jun,unknown,yes
